"시군구별(1)",시군구별(2),2023,2023,2023,2023,2023,2023,2023
"시군구별(1)",시군구별(2),신고인원 (명),총수입금액 (백만원),종합소득금액 (백만원),과세표준 (백만원),산출세액 (백만원),세액공제 및 감면 (백만원),결정세액 (백만원)
"부산",해운대구,82177,17208241,4591401,4035295,1068498,171567,897633
"울산",소계,223712,30017360,8072921,6545226,1180019,243269,937938
"울산",남구,63004,9746902,2489486,2069678,418771,75077,344054
"울산",동구,36253,3490497,1431524,1145050,183625,39723,144168
"울산",북구,41594,5471663,1514870,1208248,203583,47417,156387
"울산",울주군,42918,5837574,1270607,1014613,172646,39165,133645
"울산",중구,39943,5470725,1366434,1107638,201395,41889,159683
"경남",소계,595444,89362024,17122973,13590120,2391011,601444,1791675
"경남",거제시,45741,5111821,1098654,840539,125509,34489,91169
"경남",거창군,8583,1211751,226296,176879,27992,6782,21259
"경남",고성군,7624,947335,171459,133295,20126,5027,15111
"경남",김해시,109635,17545172,3150918,2491737,431862,128417,303840
"경남",남해군,5774,731777,132938,104176,16746,3346,13418
"경남",밀양시,15769,2091715,400838,315064,51353,12461,38939
"경남",사천시,17126,2545445,471995,371437,60789,13344,47488
"경남",산청군,4607,614388,110432,86521,13329,3130,10217
"경남",양산시,70175,9735421,1867265,1448066,237988,66400,171798
"경남",의령군,3163,404229,74061,57438,8070,2671,5416
"경남",진주시,59452,11172706,1936093,1560179,298132,63915,234446
"경남",창녕군,7855,1283075,195788,154065,23990,6332,17680
"경남",창원시,192017,28654557,6095681,4912699,924649,218305,707124
"경남",통영시,22892,3641381,547679,430392,68880,15597,53335
"경남",하동군,5587,683750,126733,97844,14296,3589,10721
"경남",함안군,9810,1670862,276798,221262,38223,10097,28144
"경남",함양군,4821,618146,119302,94230,15264,3655,11631
"경남",합천군,4813,698493,120042,94297,13814,3887,9939
"제주",소계,138214,19930429,4111896,3299960,596256,123537,473668
"제주",서귀포시,35828,5235711,1093820,891981,174024,34462,139821
"제주",제주시,102386,14694718,3018076,2407979,422232,89074,333846
